FITS_ON,NEAR_SEAT,PLANAR_SUPPORT,candidate_rank,compatibility_status,fit_evidence,fit_margin_m,function_group,near_seat_distance_m,near_seat_evidence,near_seat_margin_m,payload_evidence_path,payload_id,region_evidence_path,region_id,region_semantic_label,seat_evidence_path,seating_target_id,semantic_role_status,slot_id
TRUE,TRUE,TRUE,1,TRUE,"{""edge_clearance_margin_m"": 0.015, ""method"": ""region_payload_relations_v1"", ""payload_length_m"": 0.1407263530581176, ""payload_width_m"": 0.10388896585159699, ""region_usable_length_m"": 0.4844223729733867, ""region_usable_width_m"": 0.40438656081107727, ""relation"": ""FITS_ON"", ""selected_orientation_degrees"": 0, ""signed_fit_margin_m"": 0.2704975949594802, ""status"": ""TRUE"", ""tested_orientations"": [{""fits"": true, ""length_margin_m"": 0.3136960199152691, ""orientation_degrees"": 0, ""signed_fit_margin_m"": 0.2704975949594802, ""width_margin_m"": 0.2704975949594802}, {""fits"": true, ""length_margin_m"": 0.3505334071217897, ""orientation_degrees"": 90, ""signed_fit_margin_m"": 0.23366020775295968, ""width_margin_m"": 0.23366020775295968}], ""value"": true}",0.2704975949594802,personal_drinks,0.8331925865350865,"{""maximum_distance_m"": 1.15, ""measured_distance_m"": 0.8331925865350865, ""method"": ""observed_region_seat_centroid_distance_v1"", ""region_centroid_world_m"": [-1.485162377357483, 0.5807040929794312, 0.6288148760795593], ""relation"": ""NEAR_SEAT"", ""seat_centroid_world_m"": [-0.9016144275665283, 1.1754155158996582, 0.7878329753875732], ""signed_margin_m"": 0.31680741346491337, ""status"": ""TRUE"", ""value"": true}",0.31680741346491337,observation/payloads/object_0001/fused.ply,object_0001,observation/regions/region_0001/fused.ply,region_0001,side_table,observation/seats/seating_0001/observed_points.ply,seating_0001,TRUE,drink_slot_1
TRUE,FALSE,TRUE,4,FALSE,"{""edge_clearance_margin_m"": 0.015, ""method"": ""region_payload_relations_v1"", ""payload_length_m"": 0.1407263530581176, ""payload_width_m"": 0.10388896585159699, ""region_usable_length_m"": 0.9621863168907097, ""region_usable_width_m"": 0.6610555472659165, ""relation"": ""FITS_ON"", ""selected_orientation_degrees"": 0, ""signed_fit_margin_m"": 0.5271665814143195, ""status"": ""TRUE"", ""tested_orientations"": [{""fits"": true, ""length_margin_m"": 0.7914599638325921, ""orientation_degrees"": 0, ""signed_fit_margin_m"": 0.5271665814143195, ""width_margin_m"": 0.5271665814143195}, {""fits"": true, ""length_margin_m"": 0.8282973510391126, ""orientation_degrees"": 90, ""signed_fit_margin_m"": 0.49032919420779897, ""width_margin_m"": 0.49032919420779897}], ""value"": true}",0.5271665814143195,personal_drinks,1.548084732252373,"{""maximum_distance_m"": 1.15, ""measured_distance_m"": 1.548084732252373, ""method"": ""observed_region_seat_centroid_distance_v1"", ""region_centroid_world_m"": [-0.0017096223309636116, -0.08424224704504013, 0.5431932210922241], ""relation"": ""NEAR_SEAT"", ""seat_centroid_world_m"": [-0.9016144275665283, 1.1754155158996582, 0.7878329753875732], ""signed_margin_m"": -0.39808473225237306, ""status"": ""FALSE"", ""value"": false}",-0.39808473225237306,observation/payloads/object_0001/fused.ply,object_0001,observation/regions/region_0002/fused.ply,region_0002,coffee_table,observation/seats/seating_0001/observed_points.ply,seating_0001,FALSE,drink_slot_1
TRUE,FALSE,TRUE,5,FALSE,"{""edge_clearance_margin_m"": 0.015, ""method"": ""region_payload_relations_v1"", ""payload_length_m"": 0.1407263530581176, ""payload_width_m"": 0.10388896585159699, ""region_usable_length_m"": 1.4368630064132606, ""region_usable_width_m"": 0.6211266800622377, ""relation"": ""FITS_ON"", ""selected_orientation_degrees"": 0, ""signed_fit_margin_m"": 0.48723771421064066, ""status"": ""TRUE"", ""tested_orientations"": [{""fits"": true, ""length_margin_m"": 1.266136653355143, ""orientation_degrees"": 0, ""signed_fit_margin_m"": 0.48723771421064066, ""width_margin_m"": 0.48723771421064066}, {""fits"": true, ""length_margin_m"": 1.3029740405616637, ""orientation_degrees"": 90, ""signed_fit_margin_m"": 0.45040032700412014, ""width_margin_m"": 0.45040032700412014}], ""value"": true}",0.48723771421064066,personal_drinks,2.337723033490818,"{""maximum_distance_m"": 1.15, ""measured_distance_m"": 2.337723033490818, ""method"": ""observed_region_seat_centroid_distance_v1"", ""region_centroid_world_m"": [0.0, -0.9814434051513672, 0.024583959951996803], ""relation"": ""NEAR_SEAT"", ""seat_centroid_world_m"": [-0.9016144275665283, 1.1754155158996582, 0.7878329753875732], ""signed_margin_m"": -1.1877230334908182, ""status"": ""FALSE"", ""value"": false}",-1.1877230334908182,observation/payloads/object_0001/fused.ply,object_0001,observation/regions/region_0003/fused.ply,region_0003,coffee_table,observation/seats/seating_0001/observed_points.ply,seating_0001,FALSE,drink_slot_1
TRUE,TRUE,TRUE,3,TRUE,"{""edge_clearance_margin_m"": 0.015, ""method"": ""region_payload_relations_v1"", ""payload_length_m"": 0.1407263530581176, ""payload_width_m"": 0.10388896585159699, ""region_usable_length_m"": 0.7211170383253787, ""region_usable_width_m"": 0.4263714061891637, ""relation"": ""FITS_ON"", ""selected_orientation_degrees"": 0, ""signed_fit_margin_m"": 0.29248244033756665, ""status"": ""TRUE"", ""tested_orientations"": [{""fits"": true, ""length_margin_m"": 0.5503906852672611, ""orientation_degrees"": 0, ""signed_fit_margin_m"": 0.29248244033756665, ""width_margin_m"": 0.29248244033756665}, {""fits"": true, ""length_margin_m"": 0.5872280724737816, ""orientation_degrees"": 90, ""signed_fit_margin_m"": 0.25564505313104613, ""width_margin_m"": 0.25564505313104613}], ""value"": true}",0.29248244033756665,personal_drinks,1.0146201902422118,"{""maximum_distance_m"": 1.15, ""measured_distance_m"": 1.0146201902422118, ""method"": ""observed_region_seat_centroid_distance_v1"", ""region_centroid_world_m"": [-3.1070281693246216e-05, 0.7100107669830322, 0.5955224633216858], ""relation"": ""NEAR_SEAT"", ""seat_centroid_world_m"": [-0.9016144275665283, 1.1754155158996582, 0.7878329753875732], ""signed_margin_m"": 0.13537980975778807, ""status"": ""TRUE"", ""value"": true}",0.13537980975778807,observation/payloads/object_0001/fused.ply,object_0001,observation/regions/region_0004/fused.ply,region_0004,side_table,observation/seats/seating_0001/observed_points.ply,seating_0001,TRUE,drink_slot_1
TRUE,FALSE,TRUE,2,FALSE,"{""edge_clearance_margin_m"": 0.015, ""method"": ""region_payload_relations_v1"", ""payload_length_m"": 0.1407263530581176, ""payload_width_m"": 0.10388896585159699, ""region_usable_length_m"": 0.4841328236285939, ""region_usable_width_m"": 0.4048543372124516, ""relation"": ""FITS_ON"", ""selected_orientation_degrees"": 0, ""signed_fit_margin_m"": 0.27096537136085463, ""status"": ""TRUE"", ""tested_orientations"": [{""fits"": true, ""length_margin_m"": 0.3134064705704763, ""orientation_degrees"": 0, ""signed_fit_margin_m"": 0.27096537136085463, ""width_margin_m"": 0.27096537136085463}, {""fits"": true, ""length_margin_m"": 0.35024385777699685, ""orientation_degrees"": 90, ""signed_fit_margin_m"": 0.23412798415433403, ""width_margin_m"": 0.23412798415433403}], ""value"": true}",0.27096537136085463,personal_drinks,2.4549693787523132,"{""maximum_distance_m"": 1.15, ""measured_distance_m"": 2.4549693787523132, ""method"": ""observed_region_seat_centroid_distance_v1"", ""region_centroid_world_m"": [1.4802321195602417, 0.5807040929794312, 0.6288148760795593], ""relation"": ""NEAR_SEAT"", ""seat_centroid_world_m"": [-0.9016144275665283, 1.1754155158996582, 0.7878329753875732], ""signed_margin_m"": -1.3049693787523133, ""status"": ""FALSE"", ""value"": false}",-1.3049693787523133,observation/payloads/object_0001/fused.ply,object_0001,observation/regions/region_0005/fused.ply,region_0005,side_table,observation/seats/seating_0001/observed_points.ply,seating_0001,TRUE,drink_slot_1
TRUE,FALSE,TRUE,1,FALSE,"{""edge_clearance_margin_m"": 0.015, ""method"": ""region_payload_relations_v1"", ""payload_length_m"": 0.13955868539249416, ""payload_width_m"": 0.10566738355027186, ""region_usable_length_m"": 0.4844223729733867, ""region_usable_width_m"": 0.40438656081107727, ""relation"": ""FITS_ON"", ""selected_orientation_degrees"": 0, ""signed_fit_margin_m"": 0.2687191772608054, ""status"": ""TRUE"", ""tested_orientations"": [{""fits"": true, ""length_margin_m"": 0.31486368758089256, ""orientation_degrees"": 0, ""signed_fit_margin_m"": 0.2687191772608054, ""width_margin_m"": 0.2687191772608054}, {""fits"": true, ""length_margin_m"": 0.3487549894231148, ""orientation_degrees"": 90, ""signed_fit_margin_m"": 0.2348278754185831, ""width_margin_m"": 0.2348278754185831}], ""value"": true}",0.2687191772608054,personal_drinks,2.4587653314972067,"{""maximum_distance_m"": 1.15, ""measured_distance_m"": 2.4587653314972067, ""method"": ""observed_region_seat_centroid_distance_v1"", ""region_centroid_world_m"": [-1.485162377357483, 0.5807040929794312, 0.6288148760795593], ""relation"": ""NEAR_SEAT"", ""seat_centroid_world_m"": [0.9043645262718201, 1.1600900888442993, 0.7844827175140381], ""signed_margin_m"": -1.3087653314972068, ""status"": ""FALSE"", ""value"": false}",-1.3087653314972068,observation/payloads/object_0002/fused.ply,object_0002,observation/regions/region_0001/fused.ply,region_0001,side_table,observation/seats/seating_0002/observed_points.ply,seating_0002,TRUE,drink_slot_2
TRUE,FALSE,TRUE,4,FALSE,"{""edge_clearance_margin_m"": 0.015, ""method"": ""region_payload_relations_v1"", ""payload_length_m"": 0.13955868539249416, ""payload_width_m"": 0.10566738355027186, ""region_usable_length_m"": 0.9621863168907097, ""region_usable_width_m"": 0.6610555472659165, ""relation"": ""FITS_ON"", ""selected_orientation_degrees"": 0, ""signed_fit_margin_m"": 0.5253881637156447, ""status"": ""TRUE"", ""tested_orientations"": [{""fits"": true, ""length_margin_m"": 0.7926276314982155, ""orientation_degrees"": 0, ""signed_fit_margin_m"": 0.5253881637156447, ""width_margin_m"": 0.5253881637156447}, {""fits"": true, ""length_margin_m"": 0.8265189333404378, ""orientation_degrees"": 90, ""signed_fit_margin_m"": 0.49149686187342234, ""width_margin_m"": 0.49149686187342234}], ""value"": true}",0.5253881637156447,personal_drinks,1.5392638906003346,"{""maximum_distance_m"": 1.15, ""measured_distance_m"": 1.5392638906003346, ""method"": ""observed_region_seat_centroid_distance_v1"", ""region_centroid_world_m"": [-0.0017096223309636116, -0.08424224704504013, 0.5431932210922241], ""relation"": ""NEAR_SEAT"", ""seat_centroid_world_m"": [0.9043645262718201, 1.1600900888442993, 0.7844827175140381], ""signed_margin_m"": -0.3892638906003347, ""status"": ""FALSE"", ""value"": false}",-0.3892638906003347,observation/payloads/object_0002/fused.ply,object_0002,observation/regions/region_0002/fused.ply,region_0002,coffee_table,observation/seats/seating_0002/observed_points.ply,seating_0002,FALSE,drink_slot_2
TRUE,FALSE,TRUE,5,FALSE,"{""edge_clearance_margin_m"": 0.015, ""method"": ""region_payload_relations_v1"", ""payload_length_m"": 0.13955868539249416, ""payload_width_m"": 0.10566738355027186, ""region_usable_length_m"": 1.4368630064132606, ""region_usable_width_m"": 0.6211266800622377, ""relation"": ""FITS_ON"", ""selected_orientation_degrees"": 0, ""signed_fit_margin_m"": 0.48545929651196584, ""status"": ""TRUE"", ""tested_orientations"": [{""fits"": true, ""length_margin_m"": 1.2673043210207664, ""orientation_degrees"": 0, ""signed_fit_margin_m"": 0.48545929651196584, ""width_margin_m"": 0.48545929651196584}, {""fits"": true, ""length_margin_m"": 1.3011956228629886, ""orientation_degrees"": 90, ""signed_fit_margin_m"": 0.4515679946697435, ""width_margin_m"": 0.4515679946697435}], ""value"": true}",0.48545929651196584,personal_drinks,2.324659308863159,"{""maximum_distance_m"": 1.15, ""measured_distance_m"": 2.324659308863159, ""method"": ""observed_region_seat_centroid_distance_v1"", ""region_centroid_world_m"": [0.0, -0.9814434051513672, 0.024583959951996803], ""relation"": ""NEAR_SEAT"", ""seat_centroid_world_m"": [0.9043645262718201, 1.1600900888442993, 0.7844827175140381], ""signed_margin_m"": -1.1746593088631592, ""status"": ""FALSE"", ""value"": false}",-1.1746593088631592,observation/payloads/object_0002/fused.ply,object_0002,observation/regions/region_0003/fused.ply,region_0003,coffee_table,observation/seats/seating_0002/observed_points.ply,seating_0002,FALSE,drink_slot_2
TRUE,TRUE,TRUE,3,TRUE,"{""edge_clearance_margin_m"": 0.015, ""method"": ""region_payload_relations_v1"", ""payload_length_m"": 0.13955868539249416, ""payload_width_m"": 0.10566738355027186, ""region_usable_length_m"": 0.7211170383253787, ""region_usable_width_m"": 0.4263714061891637, ""relation"": ""FITS_ON"", ""selected_orientation_degrees"": 0, ""signed_fit_margin_m"": 0.29070402263889183, ""status"": ""TRUE"", ""tested_orientations"": [{""fits"": true, ""length_margin_m"": 0.5515583529328845, ""orientation_degrees"": 0, ""signed_fit_margin_m"": 0.29070402263889183, ""width_margin_m"": 0.29070402263889183}, {""fits"": true, ""length_margin_m"": 0.5854496547751068, ""orientation_degrees"": 90, ""signed_fit_margin_m"": 0.2568127207966695, ""width_margin_m"": 0.2568127207966695}], ""value"": true}",0.29070402263889183,personal_drinks,1.0101993818214716,"{""maximum_distance_m"": 1.15, ""measured_distance_m"": 1.0101993818214716, ""method"": ""observed_region_seat_centroid_distance_v1"", ""region_centroid_world_m"": [-3.1070281693246216e-05, 0.7100107669830322, 0.5955224633216858], ""relation"": ""NEAR_SEAT"", ""seat_centroid_world_m"": [0.9043645262718201, 1.1600900888442993, 0.7844827175140381], ""signed_margin_m"": 0.1398006181785283, ""status"": ""TRUE"", ""value"": true}",0.1398006181785283,observation/payloads/object_0002/fused.ply,object_0002,observation/regions/region_0004/fused.ply,region_0004,side_table,observation/seats/seating_0002/observed_points.ply,seating_0002,TRUE,drink_slot_2
TRUE,TRUE,TRUE,2,TRUE,"{""edge_clearance_margin_m"": 0.015, ""method"": ""region_payload_relations_v1"", ""payload_length_m"": 0.13955868539249416, ""payload_width_m"": 0.10566738355027186, ""region_usable_length_m"": 0.4841328236285939, ""region_usable_width_m"": 0.4048543372124516, ""relation"": ""FITS_ON"", ""selected_orientation_degrees"": 0, ""signed_fit_margin_m"": 0.2691869536621797, ""status"": ""TRUE"", ""tested_orientations"": [{""fits"": true, ""length_margin_m"": 0.3145741382360997, ""orientation_degrees"": 0, ""signed_fit_margin_m"": 0.2691869536621797, ""width_margin_m"": 0.2691869536621797}, {""fits"": true, ""length_margin_m"": 0.34846544007832203, ""orientation_degrees"": 90, ""signed_fit_margin_m"": 0.23529565181995746, ""width_margin_m"": 0.23529565181995746}], ""value"": true}",0.2691869536621797,personal_drinks,0.81689143538424,"{""maximum_distance_m"": 1.15, ""measured_distance_m"": 0.81689143538424, ""method"": ""observed_region_seat_centroid_distance_v1"", ""region_centroid_world_m"": [1.4802321195602417, 0.5807040929794312, 0.6288148760795593], ""relation"": ""NEAR_SEAT"", ""seat_centroid_world_m"": [0.9043645262718201, 1.1600900888442993, 0.7844827175140381], ""signed_margin_m"": 0.3331085646157599, ""status"": ""TRUE"", ""value"": true}",0.3331085646157599,observation/payloads/object_0002/fused.ply,object_0002,observation/regions/region_0005/fused.ply,region_0005,side_table,observation/seats/seating_0002/observed_points.ply,seating_0002,TRUE,drink_slot_2
